date,"Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",Ανόργανα χημικά,"Βαφικές, δεψικές και χρωστικές ύλες",Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),Γαλακτοκομικά προϊόντα και αυγά πτηνών,"Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",Δημητριακά και παρασκευάσματα δημητριακών,"Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,"Δορές, δέρματα και γουναρικά ακατέργαστα",Είδη από καουτσούκ,"Είδη από μέταλλο, μη κατονομαζόμενα","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",Είδη από φελλό και ξύλο (εκτός επίπλων),Είδη ενδυμασίας και συμπληρώματα ένδυσης,"Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",Ειδικές συναλλαγές και εμπορεύματα μη ταξινομημένα,Ελαιόσποροι και ελαιώδεις καρποί,"Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",Ζωντανά ζώα,Ζωοτροφές,"Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",Ιατρικά και φαρμακευτικά προϊόντα,Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),Καπνός και προϊόντα καπνού,"Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",Κρέας και παρασκευάσματα κρέατος,"Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",Λάδια και λίπη ζωικής προέλευσης,"Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",Λαχανικά και φρούτα,"Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",Λοιπό μεταφορικό υλικό,Μεταλλεύματα και απορρίμματα μετάλλων,Μη σιδηρούχα μέταλλα,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,Μηχανήματα κατεργασίας μετάλλων,Νομίσματα (εκτός των χρυσών),Ξυλεία και φελλός,Οργανικά χημικά,Οχήματα για δρόμους,Πετρέλαιο και προϊόντα πετρελαίου,Πλαστικές ύλες σε μη πρωτογενή μορφή,Πλαστικές ύλες σε πρωτογενή μορφή,Πολτός και απορρίμματα χαρτιού,Ποτά,"Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",Σίδηρος και χάλυβας,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,Υποδήματα,"Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα","Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα","Φωταέριο, φυσικό και βιομηχανικό","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",Χρυσός μη νομισματικός,"Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους"
2012,83000.0,21065550.0,2638439.0,1970812.0,577945.0,4711434.0,852949.0,623562.0,,36280171.0,361558.0,138871.0,51716850.0,303495.0,179.0,5411773.0,34456287.0,48477347.0,8834774.0,20440209.0,8289827.0,,7600646.0,61237.0,31597.0,1006386.0,67003204.0,1252208.0,11977.0,1649487.0,336898.0,21700.0,758944.0,,80775.0,12059577.0,871405.0,107285.0,13193217.0,65008134.0,1378453.0,3356481.0,3450290.0,1441545.0,,1298609.0,5449691.0,7675295.0,1561398.0,3317178.0,837636.0,,39192.0,10947800.0,47348482.0,4547136.0,17506196.0,19388527.0,183021.0,,1174207.0,16086205.0,5107873.0,,6212196.0
2013,104000.0,21804805.0,3051625.0,2681604.0,774233.0,4934507.0,705280.0,3198123.0,,37152478.0,533637.0,185869.0,59574293.0,523338.0,2.0,8840425.0,37912908.0,50148992.0,8372215.0,20325916.0,8456007.0,,5768130.0,66887.0,29135.0,1123223.0,51539651.0,1643214.0,237865.0,2049341.0,296787.0,,544940.0,,37493.0,11042090.0,2823908.0,117606.0,16085843.0,61166709.0,2148629.0,4847350.0,4012904.0,521237.0,,643047.0,6446354.0,9284998.0,1757357.0,4286349.0,4123456.0,257930.0,24454.0,10477276.0,42028799.0,4508322.0,17825932.0,22561162.0,228440.0,,1607681.0,21951731.0,3949680.0,,8435906.0
2014,84000.0,26266866.0,3100011.0,3662637.0,615250.0,6142932.0,1851891.0,5136198.0,,32879594.0,403310.0,172825.0,68913443.0,470317.0,85.0,12833260.0,40887852.0,47468862.0,10325708.0,22917863.0,10370950.0,,7292106.0,66506.0,21533.0,880101.0,43124768.0,1682007.0,247767.0,2758520.0,320413.0,,715030.0,,2452.0,7961082.0,2747385.0,129680.0,2294870.0,90321111.0,6823718.0,4955134.0,3907629.0,2167199.0,,322932.0,8987545.0,10402257.0,1269006.0,5358888.0,1984268.0,,98913.0,11542105.0,43086279.0,5041109.0,19748185.0,26672889.0,619057.0,,1893696.0,27123927.0,3947034.0,,9949652.0
2015,506100.0,26006915.0,3070861.0,3099698.0,469257.0,7528699.0,1196595.0,10578632.0,,33878908.0,401035.0,175937.0,60076611.0,420252.0,2991.0,12414163.0,36873645.0,44260189.0,8283901.0,22787196.0,11780499.0,42383.0,5246457.0,57972.0,24338.0,1541877.0,38922042.0,1396955.0,424600.0,1851754.0,643778.0,,882650.0,,14663.0,7705562.0,2812471.0,158253.0,2008640.0,103305432.0,10442269.0,5919806.0,4570537.0,800692.0,,171713.0,7019129.0,9874374.0,1404735.0,4981100.0,1758527.0,,155265.0,12186535.0,58662327.0,4278793.0,20145792.0,25764077.0,416201.0,,1896337.0,26007846.0,3004779.0,,9269862.0
2016,1567420.0,33289567.0,3605100.0,4991500.0,479969.0,10493432.0,3028706.0,7922494.0,,56823170.0,518861.0,227875.0,79267843.0,446222.0,576.0,16191798.0,42388188.0,57077667.0,10191742.0,27799525.0,13937598.0,0.0,4633540.0,88573.0,25456.0,2012014.0,47000153.0,1668492.0,519046.0,1305874.0,945970.0,,519417.0,6840.0,8615.0,9611935.0,2606992.0,274150.0,1206761.0,62934483.0,10719148.0,6611903.0,5314690.0,1210329.0,,190881.0,9155682.0,11421330.0,1195118.0,6527252.0,2372059.0,,162217.0,14482026.0,71845103.0,5589716.0,26545449.0,36323005.0,327426.0,,1877916.0,41515916.0,3637398.0,,10181653.0
2017,1406400.0,33912412.0,3732231.0,5873419.0,596114.0,10694236.0,2358988.0,7712704.0,,47373069.0,512086.0,382513.0,73543783.0,446038.0,214.0,14959541.0,42528030.0,55879521.0,9016208.0,34683498.0,11490394.0,0.0,6951964.0,188447.0,24185.0,1525285.0,50623443.0,1564232.0,548613.0,2145385.0,1046068.0,,665691.0,22248.0,11713.0,10624052.0,2501499.0,241552.0,2742427.0,19860455.0,10174390.0,6039380.0,4852995.0,1017368.0,,342194.0,10031048.0,10603876.0,937313.0,6465639.0,4105321.0,360130.0,75772.0,13316438.0,50588832.0,4734232.0,24030716.0,52432321.0,217475.0,7703.0,1601019.0,25875681.0,4221481.0,1.0,10068004.0
2018,331440.0,39811668.0,4653163.0,5220270.0,513047.0,14782438.0,5174863.0,7092050.0,,55451583.0,520836.0,285487.0,88702151.0,686007.0,,11473328.0,45619078.0,64300736.0,11070232.0,64701215.0,13642196.0,0.0,5182553.0,511135.0,25820.0,2389633.0,82004241.0,1970835.0,278025.0,993480.0,1334687.0,,677790.0,68665.0,7942.0,11775191.0,5721350.0,420422.0,1085986.0,100363049.0,12808732.0,7207325.0,9687493.0,1537971.0,21.0,183521.0,14544884.0,12596636.0,398248.0,7480054.0,4153845.0,,81157.0,15432093.0,46276522.0,5209844.0,37495548.0,57385365.0,176887.0,4205.0,1541005.0,27757238.0,4759873.0,,8481267.0
2019,841920.0,42370084.0,5311415.0,5011408.0,419193.0,16874254.0,4442448.0,12835900.0,,52968857.0,479526.0,331425.0,98199028.0,687228.0,25.0,10304831.0,54004804.0,62724913.0,12103273.0,116346128.0,24977262.0,0.0,5445154.0,484014.0,26107.0,3295626.0,70483484.0,2083318.0,794498.0,1695756.0,1077416.0,,580330.0,89441.0,1069.0,12177023.0,5057597.0,385915.0,1336720.0,91818835.0,11331736.0,8239128.0,9261295.0,3019870.0,,284647.0,15459916.0,13025497.0,713403.0,9000433.0,7759363.0,137.0,48162.0,17453348.0,31718045.0,5576804.0,55730870.0,73986766.0,373781.0,6802.0,2619855.0,32359525.0,5595564.0,,8395876.0
2020,840000.0,39691236.0,5278149.0,5314710.0,460343.0,22404838.0,8233209.0,12835240.0,,52983293.0,458207.0,211758.0,90250052.0,787174.0,,11268996.0,55806704.0,45117809.0,9241875.0,60113784.0,18403536.0,0.0,5072943.0,779051.0,16568.0,3909856.0,114956544.0,2018984.0,1073054.0,1547923.0,1338981.0,,346245.0,64410.0,8015.0,12379281.0,4587167.0,280452.0,1312071.0,23590645.0,10706903.0,8419922.0,13334500.0,2051656.0,,210595.0,18399128.0,13126704.0,2089967.0,10455953.0,3584984.0,,37295.0,16005161.0,28576199.0,5627249.0,35405947.0,79221797.0,511813.0,,2027925.0,28007454.0,5557918.0,,6624336.0
2021,586000.0,49678730.0,7323087.0,3400563.0,384509.0,6334459.0,8480341.0,1931595.0,,67903962.0,824299.0,265483.0,138810452.0,913836.0,24.0,12207643.0,74959628.0,37349765.0,24167764.0,63784142.0,17264295.0,0.0,4206898.0,747996.0,17401.0,2622905.0,170830721.0,3040583.0,880986.0,1197453.0,1067387.0,,449532.0,50336.0,2180.0,10570173.0,2004616.0,348977.0,805120.0,18210838.0,11617325.0,14887267.0,18330935.0,3538313.0,,418839.0,22297054.0,16041464.0,898739.0,10179808.0,9614963.0,18.0,43441.0,23389762.0,66992970.0,8653583.0,35015342.0,131075383.0,6599282.0,2400.0,2340907.0,55658808.0,7022208.0,,6628630.0
2022,,45824588.0,7925500.0,4065534.0,505367.0,45018592.0,8174025.0,60473402.0,,71772982.0,1564736.0,407733.0,173915836.0,1521762.0,20.0,17171299.0,97895092.0,55584365.0,29985887.0,72204271.0,30140791.0,,2980445.0,1009541.0,16693.0,3351944.0,304921656.0,2466693.0,779552.0,3874084.0,1302661.0,20.0,398002.0,77522.0,13087.0,13002740.0,1329306.0,607937.0,1857651.0,29387502.0,14160820.0,12243621.0,16947947.0,3374233.0,,836257.0,38590725.0,17355801.0,5087079.0,14051767.0,15996628.0,61.0,56231.0,22449960.0,85296131.0,9217537.0,45016445.0,165107585.0,2394022.0,,2638306.0,131388845.0,9089366.0,1.0,7154106.0
2023,63600.0,78214429.0,7536243.0,4577746.0,484302.0,15433142.0,11819803.0,57573044.0,,78755871.0,526622.0,540641.0,165154686.0,1668548.0,,47160288.0,156176019.0,118379365.0,39407119.0,29433635.0,15116945.0,,5536801.0,1721632.0,18563.0,6536267.0,287263781.0,2432933.0,742522.0,3034160.0,956339.0,10000.0,511615.0,114052.0,11621.0,14641950.0,19740782.0,410990.0,594538.0,12617084.0,11687265.0,17343674.0,15797581.0,3870461.0,230.0,1407517.0,29875408.0,24706188.0,9659426.0,18897500.0,16204528.0,,48431.0,22024944.0,63813281.0,9636847.0,20656189.0,119431345.0,7151129.0,,2050702.0,131910624.0,9213741.0,,6467049.0
2024,462400.0,97204315.0,8534169.0,5632266.0,554747.0,15153918.0,10124739.0,52978672.0,,86525718.0,629289.0,517355.0,182928353.0,1435313.0,,51041812.0,165468343.0,153511492.0,47839658.0,19880764.0,11411888.0,,5562020.0,3457515.0,20797.0,7999368.0,416458567.0,2751757.0,842218.0,2354841.0,1468759.0,41000.0,477221.0,75116.0,3105.0,14722621.0,1958994.0,331010.0,136464.0,11350155.0,10022650.0,21907412.0,24348153.0,3942862.0,,1635181.0,43946499.0,37111207.0,2549872.0,17150866.0,11103423.0,,49182.0,22899647.0,84472030.0,9338487.0,14861130.0,107745961.0,13678569.0,,1552051.0,129489032.0,9739278.0,128.0,7910565.0
