date,"Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",Ανόργανα χημικά,"Βαφικές, δεψικές και χρωστικές ύλες",Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),Γαλακτοκομικά προϊόντα και αυγά πτηνών,"Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",Δημητριακά και παρασκευάσματα δημητριακών,"Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,"Δορές, δέρματα και γουναρικά ακατέργαστα",Είδη από καουτσούκ,"Είδη από μέταλλο, μη κατονομαζόμενα","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",Είδη από φελλό και ξύλο (εκτός επίπλων),Είδη ενδυμασίας και συμπληρώματα ένδυσης,"Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",Ειδικές συναλλαγές και εμπορεύματα μη ταξινομημένα,Ελαιόσποροι και ελαιώδεις καρποί,"Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",Ζωντανά ζώα,Ζωοτροφές,"Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",Ιατρικά και φαρμακευτικά προϊόντα,Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),Καπνός και προϊόντα καπνού,"Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",Κρέας και παρασκευάσματα κρέατος,"Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",Λάδια και λίπη ζωικής προέλευσης,"Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",Λαχανικά και φρούτα,"Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",Λοιπό μεταφορικό υλικό,Μεταλλεύματα και απορρίμματα μετάλλων,Μη σιδηρούχα μέταλλα,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,Μηχανήματα κατεργασίας μετάλλων,Νομίσματα (εκτός των χρυσών),Ξυλεία και φελλός,Οργανικά χημικά,Οχήματα για δρόμους,Πετρέλαιο και προϊόντα πετρελαίου,Πλαστικές ύλες σε μη πρωτογενή μορφή,Πλαστικές ύλες σε πρωτογενή μορφή,Πολτός και απορρίμματα χαρτιού,Ποτά,"Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",Σίδηρος και χάλυβας,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,Υποδήματα,"Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα","Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα","Φωταέριο, φυσικό και βιομηχανικό","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",Χρυσός μη νομισματικός,"Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους"
2012,35701.0,54938243.0,19011188.0,5061038.0,1907737.0,4054720.0,2875760.0,501203.0,,173242426.0,6673545.0,140793.0,214395285.0,640942.0,56111.0,16364025.0,81887865.0,37182457.0,12204272.0,152518899.0,45669272.0,,12624464.0,292384.0,709559.0,936457.0,520339707.0,18129773.0,17794.0,1444629.0,705896.0,67499.0,1672618.0,,217074.0,12067829.0,365368.0,628986.0,22035741.0,116127290.0,61616427.0,15689383.0,16579678.0,7672270.0,,1111140.0,16459001.0,28994334.0,692669.0,8190015.0,1326321.0,,121225.0,34335277.0,39663772.0,139527817.0,100405758.0,73431524.0,295095.0,,15217957.0,22670062.0,8479810.0,,17814910.0
2013,36535.0,50758924.0,21076554.0,5410543.0,2871517.0,3750383.0,2482741.0,1523102.0,,191566079.0,5752701.0,239684.0,236987103.0,974834.0,537.0,25176898.0,86032066.0,33280469.0,10985379.0,123685352.0,45418960.0,,7896254.0,248752.0,702779.0,1134863.0,274831903.0,22680139.0,588557.0,3739163.0,575913.0,,1510919.0,,158300.0,11313903.0,725693.0,2064883.0,23531261.0,105815761.0,96566550.0,25555998.0,18619254.0,2872555.0,,500794.0,21957862.0,29552976.0,646120.0,9851350.0,5351105.0,82305.0,24941.0,34187438.0,34221676.0,128500094.0,93141167.0,79964228.0,242656.0,,15780288.0,28291500.0,7459499.0,,20272668.0
2014,27658.0,60396586.0,23078160.0,7507877.0,1713390.0,4769967.0,4248775.0,2897949.0,,131568123.0,3366828.0,273666.0,275814815.0,966367.0,3581.0,33014366.0,93335480.0,38966730.0,14194679.0,131349928.0,52730768.0,,9588670.0,195627.0,665818.0,1027557.0,194650276.0,17989007.0,520092.0,3646302.0,861691.0,,2235945.0,,33908.0,10579676.0,827756.0,31681015.0,755574.0,157527049.0,344767671.0,22240134.0,19212602.0,8034545.0,,310754.0,21603692.0,32224186.0,467082.0,12628891.0,3221797.0,,67176.0,44463215.0,32572547.0,151316650.0,100853304.0,96077134.0,745570.0,,20739514.0,34754115.0,8815090.0,,23801992.0
2015,165212.0,69688511.0,26529106.0,8366523.0,2388711.0,5450831.0,3090344.0,3899583.0,,161053714.0,2730767.0,300337.0,262556876.0,999042.0,38339.0,31773782.0,96274128.0,39144575.0,13124392.0,132701944.0,60921812.0,148291.0,8464641.0,268013.0,802315.0,1524325.0,200327206.0,18702176.0,793813.0,6046988.0,1034688.0,,2965205.0,,41643.0,11294208.0,779129.0,2440883.0,786293.0,194834244.0,462452767.0,29431617.0,27967262.0,4915385.0,,130789.0,17378103.0,33689956.0,745196.0,12028924.0,2707893.0,,113210.0,52436244.0,41252115.0,186206099.0,111091371.0,108302299.0,570383.0,,21015201.0,34813867.0,7738633.0,,24155708.0
2016,414176.0,83011023.0,30490043.0,12220228.0,2502639.0,6690875.0,5839589.0,3370543.0,,269500710.0,3728945.0,351674.0,332060462.0,1117059.0,3405.0,38062336.0,108417801.0,48273164.0,16478630.0,144437276.0,68800814.0,1065512.0,7476305.0,392163.0,783803.0,1803818.0,237977814.0,21014638.0,825321.0,3899617.0,1196239.0,,1712488.0,132820.0,70977.0,13460179.0,735908.0,6078550.0,330420.0,110038830.0,401043737.0,38013269.0,39259136.0,9720568.0,,166060.0,18481529.0,40571350.0,736471.0,14323371.0,3733914.0,,89706.0,61631781.0,43432987.0,220488741.0,107931366.0,126694345.0,492080.0,,21849229.0,49445140.0,10555807.0,,27518709.0
2017,512742.0,85199342.0,34205961.0,12479435.0,2655022.0,7104034.0,6275589.0,3840993.0,,213813667.0,4245792.0,572613.0,324108372.0,1125610.0,1694.0,35767511.0,114769206.0,47271713.0,15892468.0,164348177.0,68150690.0,163647.0,9694941.0,631997.0,688750.0,1778315.0,242984425.0,25681643.0,788636.0,4562349.0,1597685.0,,2143820.0,457333.0,85653.0,14932213.0,824647.0,1759669.0,747649.0,52155680.0,442607549.0,35453548.0,26035288.0,5883780.0,,305813.0,22946031.0,39457353.0,600991.0,14463427.0,5200792.0,68646.0,49869.0,58131220.0,37775779.0,187272100.0,105889813.0,132080329.0,488409.0,48166.0,22059961.0,38732997.0,11082442.0,1967.0,28459597.0
2018,141283.0,94408554.0,45874690.0,11856189.0,1950084.0,9052093.0,13171814.0,3088536.0,,249801824.0,3464424.0,393172.0,363689452.0,1479276.0,,27897560.0,133892806.0,54022704.0,18494618.0,244092395.0,71088621.0,1216.0,6559314.0,994552.0,719995.0,2624638.0,278730809.0,27778908.0,405432.0,2023864.0,1921281.0,,1820734.0,1000695.0,36389.0,13084643.0,1584363.0,27229135.0,389938.0,213194755.0,612938487.0,37237883.0,61136057.0,9885780.0,833.0,499122.0,31793401.0,48397460.0,328613.0,16026976.0,7171645.0,,92595.0,69156359.0,41851967.0,204847736.0,123220950.0,145149914.0,607101.0,24287.0,23670509.0,45696032.0,13700782.0,,23717182.0
2019,323800.0,115332847.0,58591309.0,13116356.0,3089500.0,8607963.0,10500854.0,5929657.0,,243685385.0,2790993.0,511367.0,393574710.0,1532760.0,1821.0,25679407.0,150126561.0,60711819.0,22020760.0,617263071.0,93044633.0,1999.0,7231754.0,1068799.0,714801.0,2825658.0,326031665.0,27523636.0,1146947.0,3775687.0,1589020.0,,1612887.0,1105546.0,4869.0,15089740.0,1622920.0,3185569.0,461646.0,178673944.0,591783410.0,42280976.0,59045449.0,19552681.0,,590642.0,34337866.0,53769172.0,610662.0,18938539.0,11017747.0,970.0,50205.0,78394571.0,28279359.0,180900541.0,216291958.0,205251339.0,863909.0,47346.0,26244579.0,51970989.0,17019263.0,,23930034.0
2020,262847.0,98130535.0,82618053.0,12960577.0,3524357.0,9698206.0,16484031.0,6360796.0,,242668579.0,2657626.0,280619.0,330561635.0,2045226.0,,27292099.0,145982535.0,44914467.0,16124245.0,356337758.0,81859942.0,28458.0,7305835.0,1256478.0,492873.0,3635967.0,486938246.0,26204660.0,1304291.0,2271459.0,2490418.0,,1009192.0,750006.0,29699.0,17738826.0,1425529.0,2702442.0,513943.0,55313129.0,538585605.0,48382771.0,89452055.0,12698776.0,,412418.0,42935073.0,55233554.0,1376242.0,19902326.0,5895326.0,,36567.0,68164948.0,25111762.0,194541389.0,149947329.0,285443074.0,1362821.0,,21900791.0,44657411.0,26871993.0,,17753715.0
2021,226622.0,151919599.0,103615825.0,12125235.0,2879275.0,5974386.0,22856509.0,1257949.0,,358005687.0,5501529.0,566215.0,444167165.0,2629333.0,1268.0,34645530.0,203516821.0,55885528.0,38834933.0,425336434.0,91754322.0,76219.0,6996335.0,1648430.0,542925.0,4110963.0,784878166.0,121558201.0,1663417.0,2418848.0,1924817.0,,1313463.0,872172.0,14883.0,17186182.0,1012992.0,3416175.0,398415.0,53573888.0,485299301.0,78145708.0,111950104.0,22693961.0,,942116.0,57968984.0,78491410.0,1159704.0,24644790.0,18155098.0,1116.0,43782.0,103606495.0,65378197.0,259797808.0,162992382.0,297901479.0,23172229.0,15514.0,28079151.0,108923851.0,98344912.0,,16191936.0
2022,,155724141.0,136254168.0,19023671.0,3508598.0,28855350.0,26195839.0,29063216.0,,469596047.0,10888943.0,943390.0,721988225.0,5389138.0,13397.0,56536981.0,313525381.0,98526084.0,59032240.0,577587357.0,164387533.0,,6328722.0,3184892.0,794149.0,7147282.0,1604353096.0,35156045.0,1910933.0,10782370.0,2290285.0,1194.0,1474150.0,1336710.0,60887.0,27426540.0,996364.0,8224600.0,786924.0,123476434.0,931071576.0,78921571.0,147535940.0,24629335.0,,2540700.0,125334930.0,114055006.0,8125082.0,39369307.0,28763430.0,110.0,68758.0,140724930.0,122004492.0,294510507.0,263766741.0,415469327.0,8371209.0,,38655455.0,266370325.0,120683921.0,8038.0,24173164.0
2023,45174.0,194141294.0,113258605.0,22106112.0,2297620.0,11806343.0,28436236.0,18588274.0,,453191112.0,4563948.0,935099.0,666636891.0,4544708.0,,86852853.0,416227614.0,124207067.0,78836348.0,309793737.0,100461350.0,,11186005.0,3594834.0,620451.0,7411280.0,1397348010.0,36531694.0,1291873.0,9329836.0,2477542.0,18713.0,1577215.0,2885197.0,51403.0,22063529.0,2546301.0,6142836.0,287256.0,49835181.0,769378116.0,116891081.0,99054862.0,25940077.0,6948.0,3285945.0,92797848.0,144953647.0,8143338.0,40194772.0,26283431.0,,68439.0,131071000.0,67023460.0,313339501.0,147658116.0,286472843.0,5991880.0,,41588049.0,304991584.0,63809106.0,,19422949.0
2024,265927.0,231214814.0,117589882.0,25921297.0,2721214.0,13234831.0,25423879.0,14070184.0,,496719972.0,4877908.0,970177.0,696014595.0,4316399.0,,88072408.0,433233104.0,130309054.0,81455059.0,227352827.0,91893746.0,,10376626.0,6381550.0,594779.0,9668401.0,1481251986.0,44486931.0,1432324.0,10929283.0,3095479.0,157269.0,1417095.0,2119009.0,24868.0,24164396.0,957492.0,4218298.0,83004.0,44068929.0,558495372.0,109013797.0,141310923.0,28956461.0,,4153721.0,111750967.0,332969199.0,3314953.0,38068836.0,22642495.0,,85794.0,135143394.0,82218944.0,320858358.0,110549936.0,227457243.0,6894633.0,,37918968.0,248648803.0,69363786.0,4842.0,22600419.0
2025,355520.0,161398965.0,115806928.0,25483140.0,3406059.0,17922948.0,8931042.0,25772582.0,1296.0,544352291.0,5542786.0,1081947.0,669923443.0,4429450.0,6682.0,69578557.0,368750093.0,119007029.0,48301099.0,253207987.0,90519314.0,,7584412.0,6532055.0,681538.0,9350314.0,1493258349.0,44718835.0,1996444.0,9673369.0,3160746.0,49815.0,1685359.0,1846571.0,43168.0,34381330.0,3290176.0,32215116.0,97966.0,33168089.0,333960678.0,155413342.0,148226700.0,29234043.0,45.0,6614443.0,121197421.0,282869158.0,2075638.0,41223569.0,29538655.0,749.0,87032.0,154366722.0,78162428.0,303169098.0,120114279.0,214402447.0,4332395.0,,39890692.0,113457497.0,54380826.0,3374.0,35096909.0
