date,"Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",Ανόργανα χημικά,"Βαφικές, δεψικές και χρωστικές ύλες",Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),Γαλακτοκομικά προϊόντα και αυγά πτηνών,"Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",Δημητριακά και παρασκευάσματα δημητριακών,"Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,"Δορές, δέρματα και γουναρικά ακατέργαστα",Είδη από καουτσούκ,"Είδη από μέταλλο, μη κατονομαζόμενα","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",Είδη από φελλό και ξύλο (εκτός επίπλων),Είδη ενδυμασίας και συμπληρώματα ένδυσης,"Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",Ειδικές συναλλαγές και εμπορεύματα μη ταξινομημένα,Ελαιόσποροι και ελαιώδεις καρποί,"Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",Ζωντανά ζώα,Ζωοτροφές,"Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",Ηλεκτρική ενέργεια,Ιατρικά και φαρμακευτικά προϊόντα,Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),Καπνός και προϊόντα καπνού,"Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",Κρέας και παρασκευάσματα κρέατος,"Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",Λάδια και λίπη ζωικής προέλευσης,"Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",Λαχανικά και φρούτα,"Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",Λοιπό μεταφορικό υλικό,Μεταλλεύματα και απορρίμματα μετάλλων,Μη σιδηρούχα μέταλλα,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,Μηχανήματα κατεργασίας μετάλλων,Νομίσματα (εκτός των χρυσών),Ξυλεία και φελλός,Οργανικά χημικά,Οχήματα για δρόμους,Πετρέλαιο και προϊόντα πετρελαίου,Πλαστικές ύλες σε μη πρωτογενή μορφή,Πλαστικές ύλες σε πρωτογενή μορφή,Πολτός και απορρίμματα χαρτιού,Ποτά,"Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",Σίδηρος και χάλυβας,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,Υποδήματα,"Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα","Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα","Φωταέριο, φυσικό και βιομηχανικό","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",Χρυσός μη νομισματικός,"Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους"
2012,3224512.0,38930650.0,127601251.0,277002972.0,30070651.0,41134663.0,159151800.0,103435678.0,364589455.0,347647132.0,61333844.0,330263157.0,535086107.0,190770152.0,79449609.0,108982746.0,395824227.0,381055575.0,68460358.0,740212506.0,19127305.0,31750.0,77728962.0,117814137.0,19414520.0,47023375.0,725286330.0,254425535.0,963073435.0,2350920.0,427625298.0,53891042.0,58450210.0,16647902.0,3023354.0,379858045.0,1773082267.0,221716664.0,167362347.0,332955528.0,1516009127.0,54923748.0,173829122.0,135337783.0,34354933.0,73889.0,8397166.0,50754499.0,199493935.0,10221797844.0,278351275.0,425502859.0,44129336.0,202081477.0,79824164.0,781000328.0,340893164.0,59038493.0,366637111.0,451065766.0,169920576.0,51853145.0,159421931.0,143632499.0,50477229.0,610640213.0
2013,2105333.0,43246848.0,143852807.0,283385225.0,30864349.0,50698338.0,158684433.0,121498125.0,415734312.0,335972731.0,64916981.0,270997898.0,587018655.0,206319429.0,87356497.0,91987184.0,452353367.0,416185614.0,52016656.0,730058184.0,18691436.0,1148.0,78967821.0,95794482.0,12378248.0,58519021.0,669510208.0,166037937.0,1050611183.0,2093525.0,391697078.0,64904998.0,62324381.0,10144994.0,2785220.0,564693737.0,1859333290.0,247039866.0,142758835.0,258229193.0,1483039292.0,52327191.0,171819795.0,140312775.0,26738420.0,1149240.0,9657615.0,31839101.0,147348159.0,10316551177.0,280971899.0,418310651.0,34098969.0,191856242.0,45257854.0,579505480.0,265246650.0,63862711.0,364373092.0,385917372.0,112723645.0,54414794.0,172576960.0,169072722.0,54892468.0,562151965.0
2014,1567330.0,44447561.0,167987504.0,299317642.0,33136514.0,48226437.0,166932294.0,132575215.0,483053652.0,379772796.0,44518909.0,338246476.0,605957861.0,220863963.0,64954981.0,62123822.0,421738392.0,435769489.0,48063825.0,713641554.0,23412550.0,35680.0,85649398.0,71295158.0,13466574.0,57590164.0,606709423.0,40867452.0,1043231820.0,2861897.0,386013467.0,61079005.0,71228224.0,12080968.0,2185483.0,303441880.0,1831830946.0,241341128.0,140637950.0,233977750.0,1600898819.0,320993760.0,169727437.0,155478721.0,31680147.0,939328.0,9457882.0,24135011.0,130228619.0,10072494431.0,292019365.0,451920157.0,32599529.0,197882574.0,55092024.0,536520580.0,267585389.0,68733503.0,376310548.0,318019127.0,142253758.0,54878716.0,197991882.0,191758246.0,30973052.0,568773920.0
2015,1188313.0,58080640.0,210661347.0,310439431.0,37125552.0,49540176.0,171075506.0,159461722.0,561385475.0,423704847.0,55794451.0,302931540.0,648721965.0,236878182.0,73202154.0,61721731.0,404219630.0,475392318.0,45756558.0,609521476.0,23979731.0,76950.0,94647382.0,75992485.0,15411906.0,54442116.0,615694574.0,82189209.0,1018253769.0,1186298.0,449528627.0,77957691.0,68635265.0,12376572.0,1596960.0,700625799.0,1848419253.0,247238969.0,199486340.0,210430803.0,1797680424.0,471329118.0,165743581.0,161374274.0,32036142.0,308686.0,7505369.0,28283308.0,137437318.0,7391391521.0,328477696.0,409266046.0,39368613.0,208784859.0,55961908.0,623073213.0,280753230.0,75688065.0,392921565.0,306819415.0,72198941.0,51546173.0,219068655.0,206792588.0,31375881.0,597823722.0
2016,2195258.0,66205133.0,214595166.0,324125452.0,35676442.0,49367184.0,170195235.0,106866092.0,593002099.0,421796336.0,44009275.0,420804633.0,759655185.0,253614158.0,69863921.0,34191799.0,432069016.0,494369779.0,49978165.0,591418568.0,27442642.0,266675.0,80886769.0,91405913.0,13818961.0,57729419.0,627527713.0,85677207.0,1060013296.0,1161791.0,524469219.0,86299487.0,81181877.0,12885155.0,1940790.0,653585277.0,1970227707.0,267225571.0,181160851.0,182945644.0,1716471610.0,550222032.0,160108485.0,154392720.0,23609427.0,1121108.0,6288998.0,30543245.0,134337173.0,6730393805.0,332979684.0,407474858.0,44397824.0,205378198.0,64747376.0,486493567.0,282455289.0,106690330.0,433133140.0,325336128.0,78391437.0,58165713.0,230785646.0,220081981.0,25745561.0,662923885.0
2017,2261159.0,73929023.0,224775749.0,341505567.0,46417670.0,50285983.0,187141483.0,125942202.0,634187144.0,440777212.0,62587829.0,360798262.0,790055645.0,282282576.0,72888187.0,35486089.0,496216509.0,493291488.0,53872571.0,680455751.0,27159597.0,129070.0,75305524.0,95544039.0,13499351.0,61471168.0,683059816.0,110411305.0,1190161698.0,971959.0,484224370.0,80107403.0,95633369.0,10219248.0,2104677.0,548968238.0,1978221142.0,391837784.0,139351396.0,268143886.0,2022314461.0,462371397.0,179177712.0,168484649.0,40250859.0,892055.0,9634771.0,34673047.0,127519369.0,8735853045.0,366317709.0,464054592.0,55207764.0,222230226.0,69865940.0,690780400.0,274568810.0,106444625.0,457273435.0,363878193.0,130985166.0,56721601.0,259562961.0,265272851.0,17626079.0,690064670.0
2018,3753813.0,92433930.0,266265044.0,360972177.0,51023826.0,74712241.0,203615411.0,119028048.0,671812380.0,502048706.0,46188538.0,401467329.0,845662600.0,307826526.0,62957047.0,35461962.0,506006071.0,500151837.0,59515491.0,746707779.0,26795367.0,52833.0,75670775.0,90787962.0,14030769.0,79148176.0,670960690.0,211646997.0,1476192053.0,1234121.0,489200830.0,81014636.0,110678269.0,11227891.0,2358178.0,685128625.0,2087021860.0,438015080.0,163503066.0,328283512.0,2262053726.0,712087574.0,193596718.0,143634260.0,34328838.0,583317.0,11420791.0,35461585.0,158137822.0,11120049853.0,358443079.0,513670406.0,39450936.0,224001620.0,75559941.0,1018447579.0,282338494.0,136633863.0,462493559.0,353726410.0,149172758.0,65042801.0,286029705.0,304817226.0,25531627.0,694367894.0
2019,3414742.0,96797662.0,302549834.0,418097448.0,53644228.0,85653905.0,216449821.0,153659559.0,706241676.0,591038329.0,35018678.0,421715844.0,894458303.0,337593582.0,56343562.0,35049957.0,539573530.0,504731644.0,67860467.0,1035549593.0,46601024.0,45873.0,75494998.0,76229877.0,19171099.0,87443593.0,821251255.0,106683316.0,1943966532.0,2604069.0,507789169.0,86480057.0,126350608.0,10885377.0,1927195.0,398283532.0,2180285813.0,379067120.0,119993226.0,309074185.0,2156003085.0,734895445.0,177581374.0,192477212.0,29999999.0,968061.0,13166738.0,36922101.0,160606247.0,10331544055.0,387879087.0,463384434.0,31704681.0,230621200.0,81548543.0,811639823.0,272459156.0,251095955.0,490854537.0,541627449.0,226645279.0,63198793.0,312908830.0,347065576.0,22934436.0,684591911.0
2020,2910768.0,92023436.0,323789414.0,455057984.0,58041869.0,76924554.0,231387641.0,128839776.0,805833559.0,589475435.0,23713026.0,468318033.0,883403512.0,376849132.0,29644058.0,35839256.0,507763188.0,442917073.0,60442855.0,709535300.0,45932157.0,5193106.0,101276420.0,72283200.0,14686434.0,119380272.0,799547200.0,54537942.0,2882989123.0,3019006.0,551286923.0,87006008.0,126187359.0,9229184.0,1354299.0,552923056.0,2436708463.0,283104568.0,194446018.0,319600461.0,2069190150.0,661305782.0,147165004.0,260081965.0,28001165.0,1443586.0,11659318.0,35933061.0,180762745.0,6477754517.0,414860470.0,402224404.0,36294188.0,235352718.0,78614203.0,826740740.0,332922843.0,173423476.0,502146442.0,409276073.0,196379858.0,56744440.0,346136098.0,370785187.0,28446973.0,728612543.0
2021,6903832.0,122141304.0,376314780.0,540863539.0,70256865.0,87308224.0,266990804.0,144821287.0,910695383.0,671106547.0,23316694.0,613522099.0,1000347333.0,400651576.0,57344892.0,37875784.0,642346193.0,523213889.0,104193023.0,901430483.0,56102409.0,5009046.0,98577731.0,89625977.0,15277031.0,135482228.0,1193800742.0,220862476.0,2887702217.0,3587979.0,629616529.0,99784882.0,174242896.0,24221932.0,1710727.0,703785597.0,2520395196.0,377064760.0,196652444.0,447991305.0,2812187367.0,565291250.0,182572977.0,236823977.0,37068290.0,412158.0,13547832.0,58839663.0,207038910.0,10682215416.0,546351165.0,646682620.0,72603375.0,280812813.0,100257542.0,965639870.0,486697167.0,207499500.0,585229641.0,721769238.0,354946600.0,73345262.0,441301065.0,405587847.0,15708777.0,807024686.0
2022,19431297.0,177174361.0,495576306.0,656120890.0,71941060.0,179981728.0,298582797.0,355500172.0,1118279004.0,794153877.0,31274254.0,779186409.0,1330521852.0,473285458.0,55603730.0,54651097.0,979844251.0,659797731.0,127819447.0,1082387015.0,122216098.0,2722.0,136646480.0,106253484.0,17131047.0,185174403.0,1698025602.0,1459516547.0,2568423260.0,3321057.0,798399803.0,102232887.0,223322639.0,44980423.0,1637775.0,986515070.0,2882339872.0,361551841.0,188519895.0,562111510.0,3826309542.0,934604907.0,196934422.0,265261484.0,42026660.0,643644.0,15230748.0,60315626.0,234287799.0,16974310488.0,671372749.0,742022370.0,80891379.0,337575093.0,116083365.0,1334691839.0,517622705.0,296971208.0,740367578.0,663409219.0,2543605452.0,76246124.0,666683513.0,479239428.0,47883149.0,955677148.0
2023,28233142.0,219841998.0,677729067.0,676900940.0,71809485.0,181201066.0,315702396.0,253864644.0,1347217957.0,761840673.0,39007908.0,822495547.0,1338677621.0,451524395.0,49731732.0,81251391.0,1106865842.0,712519802.0,147004297.0,826136170.0,81745118.0,1179.0,114191494.0,105549903.0,17455950.0,212624953.0,1673066898.0,702386094.0,2808462166.0,5833462.0,928613206.0,115119593.0,223381843.0,34634352.0,2263655.0,1388649466.0,3251134380.0,319305003.0,337422919.0,537428258.0,3258339132.0,815495521.0,213303778.0,360866569.0,50814944.0,675438.0,16268828.0,69607832.0,270533729.0,14258375786.0,595590496.0,557510183.0,55604837.0,338914626.0,129430360.0,909903279.0,466227108.0,226939517.0,607601759.0,450389814.0,1490211012.0,79467566.0,747815207.0,453904449.0,24616037.0,961336078.0
2024,31062332.0,196660042.0,772682564.0,743491027.0,76256869.0,180671251.0,325696143.0,251961235.0,1469232773.0,736481873.0,33638036.0,907542538.0,1449554831.0,419508783.0,48541758.0,74802313.0,1006851255.0,692428634.0,147753367.0,720146119.0,47925954.0,2570.0,111060034.0,113901047.0,20550891.0,219537905.0,1745236707.0,1067379220.0,2827958690.0,6578526.0,1019581844.0,138168654.0,256052281.0,18113450.0,2597977.0,1061470688.0,3579575325.0,313408650.0,296338703.0,652761072.0,3342901229.0,658295024.0,232650149.0,336988266.0,51549738.0,943959.0,15035932.0,74888225.0,289417324.0,13316747922.0,598125119.0,557361458.0,64970607.0,355127049.0,114584831.0,1045282169.0,492224383.0,190013590.0,506121345.0,456411604.0,496611940.0,85856501.0,679542095.0,498637997.0,20737252.0,1010549438.0
