date,Exports_Euro,Exports_KG,Imports_Euro,Imports_KG,Total_Trade_Euro,Trade_Balance_Euro,Exports_Euro_6m_avg,Exports_Euro_12m_avg,Imports_Euro_6m_avg,Imports_Euro_12m_avg,Total_Trade_Euro_6m_avg,Total_Trade_Euro_12m_avg,Trade_Balance_Euro_6m_avg,Trade_Balance_Euro_12m_avg
2005-08-01,1071926063.0,1814767700.0,3589188017.0,4419856100.0,4661114080.0,-2517261954.0,1222417772.5,1188246449.8333333,3812467609.6666665,3774302754.6666665,5034885382.166667,4962549204.5,-2590049837.1666665,-2586056304.8333335
2005-09-01,1304439581.0,1804488000.0,4408432081.0,4021286500.0,5712871662.0,-3103992500.0,1229352929.1666667,1202347370.75,3829457405.3333335,3789258356.8333335,5058810334.5,4991605727.583333,-2600104476.1666665,-2586910986.0833335
2005-10-01,1270883937.0,1788084000.0,3812547441.0,3435988600.0,5083431378.0,-2541663504.0,1234613040.8333333,1214861968.8333333,3846070033.6666665,3825393074.1666665,5080683074.5,5040255043.0,-2611456992.8333335,-2610531105.3333335
2005-11-01,1428308267.0,1875917600.0,4258706537.0,4551605200.0,5687014804.0,-2830398270.0,1280810630.6666667,1228399452.8333333,3948760557.8333335,3850455290.8333335,5229571188.5,5078854743.666667,-2667949927.1666665,-2622055838.0
2005-12-01,1450757958.0,1973745100.0,4162825708.0,4471945100.0,5613583666.0,-2712067750.0,1312538395.6666667,1238068451.1666667,4011857258.1666665,3869770973.5,5324395653.833333,5107839424.666667,-2699318862.5,-2631702522.3333335
2006-01-01,1207504903.0,1767542000.0,3993783611.0,4363355900.0,5201288514.0,-2786278708.0,1288970118.1666667,1261538853.4166667,4037580565.8333335,3922953983.25,5326550684.0,5184492836.666667,-2748610447.6666665,-2661415129.8333335
2006-02-01,1285219140.0,1595760900.0,4039993969.0,4009496500.0,5325213109.0,-2754774829.0,1324518964.3333333,1273468368.4166667,4112714891.1666665,3962591250.4166665,5437233855.5,5236059618.833333,-2788195926.8333335,-2689122882.0
2006-03-01,1541252135.0,1989819300.0,5004821774.0,4926128300.0,6546073909.0,-3463569639.0,1363987723.3333333,1296670326.25,4212113173.3333335,4020785289.3333335,5576100896.666667,5317455615.583333,-2848125450.0,-2724114963.0833335
2006-04-01,1290396040.0,1578247500.0,4120453691.0,3572539400.0,5410849731.0,-2830057651.0,1367239740.5,1300926390.6666667,4263430881.6666665,4054750457.6666665,5630670622.166667,5355676848.333333,-2896191141.1666665,-2753824067.0
2006-05-01,1604875422.0,2023475200.0,4865658534.0,4519929500.0,6470533956.0,-3260783112.0,1396667599.6666667,1338739115.1666667,4364589547.833333,4156675052.8333335,5761257147.5,5495414168.0,-2967921948.1666665,-2817935937.6666665
2006-06-01,1597339751.0,1780621800.0,4636093178.0,4168994400.0,6233432929.0,-3038753427.0,1421097898.5,1366818147.0833333,4443467459.5,4227662358.8333335,5864565358.0,5594480505.916667,-3022369561.0,-2860844211.75
2006-07-01,1429280419.0,1603583000.0,4329714609.0,3593543700.0,5758995028.0,-2900434190.0,1458060484.5,1373515301.3333333,4499455959.166667,4268518262.5,5957516443.666667,5642033563.833333,-3041395474.6666665,-2895002961.1666665
2006-08-01,1252710731.0,1954604900.0,4115701996.0,4458973300.0,5368412727.0,-2862991265.0,1452642416.3333333,1388580690.3333333,4512073963.666667,4312394427.416667,5964716380.0,5700975117.75,-3059431547.3333335,-2923813737.0833335
2006-09-01,1567122958.0,1688150100.0,4811027338.0,4299084900.0,6378150296.0,-3243904380.0,1456954220.1666667,1410470971.75,4479774891.0,4345944032.166667,5936729111.166667,5756415003.916667,-3022820670.8333335,-2935473060.4166665
2006-10-01,1431978088.0,1639822400.0,4783851290.0,4435450500.0,6215829378.0,-3351873202.0,1480551228.1666667,1423895484.3333333,4590341157.5,4426886019.583333,6070892385.666667,5850781503.916667,-3109789929.3333335,-3002990535.25
2006-11-01,1489058230.0,1800103000.0,4659516255.0,4911154800.0,6148574485.0,-3170458025.0,1461248362.8333333,1428957981.25,4555984111.0,4460286829.416667,6017232473.833333,5889244810.666667,-3094735748.1666665,-3031328848.1666665
2006-12-01,1434237015.0,1680265900.0,4213727364.0,3752404000.0,5647964379.0,-2779490349.0,1434064573.5,1427581236.0,4485589808.666667,4464528634.083333,5919654382.166667,5892109870.083333,-3051525235.1666665,-3036947398.0833335
2007-01-01,1335795708.0,1634574300.0,4686531298.0,5143700900.0,6022327006.0,-3350735590.0,1418483788.3333333,1438272136.4166667,4545059256.833333,4522257608.0,5963543045.166667,5960529744.416667,-3126575468.5,-3083985471.5833335
2007-02-01,1365954844.0,1683819000.0,5047103777.0,4595026000.0,6413058621.0,-3681148933.0,1437357807.1666667,1445000111.75,4700292887.0,4606183425.333333,6137650694.166667,6051183537.083333,-3262935079.8333335,-3161183313.5833335
2007-03-01,1725357213.0,1843196300.0,6054124729.0,4402983800.0,7779481942.0,-4328767516.0,1463730183.0,1460342201.5833333,4907475785.5,4693625338.25,6371205968.5,6153967539.833333,-3443745602.5,-3233283136.6666665
2007-04-01,1416641181.0,1757587800.0,4499926408.0,3988705000.0,5916567589.0,-3083285227.0,1461174031.8333333,1470862630.0,4860154971.833333,4725248064.666667,6321329003.666667,6196110694.666667,-3398980940.0,-3254385434.6666665
2007-05-01,1504864565.0,1695647800.0,5245262784.0,4672156400.0,6750127349.0,-3740398219.0,1463808421.0,1462528391.9166667,4957779393.333333,4756881752.166667,6421587814.333333,6219410144.083333,-3493970972.3333335,-3294353360.25
2007-06-01,1656276885.0,2203484300.0,5080232729.0,3841573000.0,6736509614.0,-3423955844.0,1500815066.0,1467439819.75,5102196954.166667,4793893381.416667,6603012020.166667,6261333201.166667,-3601381888.1666665,-3326453561.6666665
2007-07-01,1738571591.0,2554528900.0,5600609867.0,5489340000.0,7339181458.0,-3862038276.0,1567944379.8333333,1493214084.0833333,5254543382.333333,4899801319.583333,6822487762.166667,6393015403.666667,-3686599002.5,-3406587235.5
2007-08-01,1486724856.0,2376011600.0,4431107737.0,3956288600.0,5917832593.0,-2944382881.0,1588072715.1666667,1512715261.1666667,5151877375.666667,4926085131.333333,6739950090.833333,6438800392.5,-3563804660.5,-3413369870.1666665
2007-09-01,1737957457.0,2291703700.0,4978645835.0,3758887200.0,6716603292.0,-3240688378.0,1590172755.8333333,1526951469.4166667,4972630893.333333,4940053339.416667,6562803649.166667,6467004808.833333,-3382458137.5,-3413101870.0
2007-10-01,1768497847.0,2393368200.0,5651429705.0,5222303700.0,7419927552.0,-3882931858.0,1648815533.5,1554994782.6666667,5164548109.5,5012351540.666667,6813363643.0,6567346323.333333,-3515732576.0,-3457356758.0
2007-11-01,1932712484.0,2566397000.0,5420392918.0,4767808200.0,7353105402.0,-3487680434.0,1720123520.0,1591965970.5,5193736465.166667,5075757929.25,6913859985.166667,6667723899.75,-3473612945.1666665,-3483791958.75
2007-12-01,1647903178.0,2367928500.0,5163518906.0,4674144700.0,6811422084.0,-3515615728.0,1718727902.1666667,1609771484.0833333,5207617494.666667,5154907224.416667,6926345396.833333,6764678708.5,-3488889592.5,-3545135740.3333335
2008-01-01,1453829616.0,2011664400.0,4907216377.0,4695292200.0,6361045993.0,-3453386761.0,1671270906.3333333,1619607643.0833333,5092051913.0,5173297647.666667,6763322819.333333,6792905290.75,-3420781006.6666665,-3553690004.5833335
2008-02-01,1615477906.0,2164749900.0,5321174579.0,4748141200.0,6936652485.0,-3705696673.0,1692729748.0,1640401231.5833333,5240396386.666667,5196136881.166667,6933126134.666667,6836538112.75,-3547666638.6666665,-3555735649.5833335
2008-03-01,1671034070.0,2133954800.0,5658404493.0,4912327400.0,7329438563.0,-3987370423.0,1681575850.1666667,1635874303.0,5353689496.333333,5163160194.833333,7035265346.5,6799034497.833333,-3672113646.1666665,-3527285891.8333335
2008-04-01,1735794069.0,2146446500.0,5516726145.0,4738164100.0,7252520214.0,-3780932076.0,1676125220.5,1662470377.0,5331238903.0,5247893506.25,7007364123.5,6910363883.25,-3655113682.5,-3585423129.25
2008-05-01,1904709583.0,2434819400.0,5451860275.0,4387214000.0,7356569858.0,-3547150692.0,1671458070.3333333,1695790795.1666667,5336483462.5,5265109963.833333,7007941532.833333,6960900759.0,-3665025392.1666665,-3569319168.6666665
2008-06-01,1980661435.0,2755593600.0,6219506278.0,4505297100.0,8200167713.0,-4238844843.0,1726917779.8333333,1722822841.0,5512481357.833333,5360049426.25,7239399137.666667,7082872267.25,-3785563578.0,-3637226585.25
2008-07-01,2061675751.0,2397172800.0,6072931496.0,4607581500.0,8134607247.0,-4011255745.0,1828225469.0,1749748187.6666667,5706767211.0,5399409562.0,7534992680.0,7149157749.666667,-3878541742.0,-3649661374.3333335
2008-08-01,1608811174.0,2603954800.0,4822523164.0,4270198900.0,6431334338.0,-3213711990.0,1827114347.0,1759922047.5,5623658641.833333,5432027514.25,7450772988.833333,7191949561.75,-3796544294.8333335,-3672105466.75
2008-09-01,2042016913.0,2364650100.0,5938838978.0,4647617500.0,7980855891.0,-3896822065.0,1888944820.8333333,1785260335.5,5670397722.666667,5512043609.5,7559342543.5,7297303945.0,-3781452901.8333335,-3726783274.0
2008-10-01,2069846322.0,4438808200.0,6087974260.0,4973826500.0,8157820582.0,-4018127938.0,1944620196.3333333,1810372708.4166667,5765605741.833333,5548422322.416667,7710225938.166667,7358795030.833333,-3820985545.5,-3738049614.0
2008-11-01,1581331783.0,3053321300.0,4820562823.0,3989165800.0,6401894606.0,-3239231040.0,1890723896.3333333,1781090983.3333333,5660389499.833333,5498436481.166667,7551113396.166667,7279527464.5,-3769665603.5,-3717345497.8333335
2008-12-01,1502515480.0,3131451200.0,4711637052.0,4350511000.0,6214152532.0,-3209121572.0,1811032903.8333333,1768975341.8333333,5409077962.166667,5460779660.0,7220110866.0,7229755001.833333,-3598045058.3333335,-3691804318.1666665
2009-01-01,1118635369.0,2660048900.0,3953462571.0,4362699700.0,5072097940.0,-2834827202.0,1653859506.8333333,1741042487.9166667,5055833141.333333,5381300176.166667,6709692648.166667,7122342664.083333,-3401973634.5,-3640257688.25
2009-02-01,1423437719.0,3126140400.0,4216849418.0,3875291000.0,5640287137.0,-2793411699.0,1622963931.0,1725039139.0,4954887517.0,5289273079.416667,6577851448.0,7014312218.416667,-3331923586.0,-3564233940.4166665
2009-03-01,1517624086.0,2873091900.0,4625305444.0,3443631300.0,6142929530.0,-3107681358.0,1535565126.5,1712254973.6666667,4735965261.333333,5203181492.0,6271530387.833333,6915436465.666667,-3200400134.8333335,-3490926518.3333335
2009-04-01,1471188801.0,3304923800.0,4195492716.0,4603357200.0,5666681517.0,-2724303915.0,1435788873.0,1690204534.6666667,4420551670.666667,5093078706.25,5856340543.666667,6783283240.916667,-2984762797.6666665,-3402874171.5833335
2009-05-01,1591022116.0,2739028200.0,4206497085.0,3725109300.0,5797519201.0,-2615474969.0,1437403928.5,1664063912.4166667,4318207381.0,4989298440.416667,5755611309.5,6653362352.833333,-2880803452.5,-3325234528.0
2009-06-01,1647949147.0,2504872400.0,5019443223.0,3709794300.0,6667392370.0,-3371494076.0,1461642873.0,1636337888.4166667,4369508409.5,4889293185.833333,5831151282.5,6525631074.25,-2907865536.5,-3252955297.4166665
2009-07-01,1660336050.0,2639537900.0,4795417676.0,4203721200.0,6455753726.0,-3135081626.0,1551926319.8333333,1602892913.3333333,4509834260.333333,4782833700.833333,6061760580.166667,6385726614.166667,-2957907940.5,-3179940787.5
2009-08-01,1271255513.0,2106597200.0,3780774348.0,3912573800.0,5052029861.0,-2509518835.0,1526562618.8333333,1574763274.9166667,4437155082.0,4696021299.5,5963717700.833333,6270784574.416667,-2910592463.1666665,-3121258024.5833335
2009-09-01,1728829151.0,2285400900.0,4979240075.0,4481125700.0,6708069226.0,-3250410924.0,1561763463.0,1548664294.75,4496144187.166667,4616054724.25,6057907650.166667,6164719019.0,-2934380724.1666665,-3067390429.5
2009-10-01,1552348277.0,2226005200.0,4283054505.0,3584992800.0,5835402782.0,-2730706228.0,1575290042.3333333,1505539457.6666667,4510737818.666667,4465644744.666667,6086027861.0,5971184202.333333,-2935447776.3333335,-2960105287.0
2009-11-01,1426285275.0,1980993200.0,4628766293.0,4219549400.0,6055051568.0,-3202481018.0,1547833902.1666667,1492618915.3333333,4581116020.0,4449661700.5,6128949922.166667,5942280615.833333,-3033282117.8333335,-2957042785.1666665
2009-12-01,1606231837.0,2390914000.0,4453857106.0,4464740400.0,6060088943.0,-2847625269.0,1540881017.1666667,1501261945.0833333,4486851667.166667,4428180038.333333,6027732684.333333,5929441983.416667,-2945970650.0,-2926918093.25
2010-01-01,1202454125.0,1824912964.0,3845537646.0,3677268222.0,5047991771.0,-2643083521.0,1464567363.0,1508246841.4166667,4328538328.833333,4419186294.583333,5793105691.833333,5927433136.0,-2863970965.8333335,-2910939453.1666665
2010-02-01,1442499818.0,2000970913.0,3640458849.0,3188179203.0,5082958667.0,-2197959031.0,1493108080.5,1509835349.6666667,4305152412.333333,4371153747.166667,5798260492.833333,5880989096.833333,-2812044331.8333335,-2861318397.5
2010-03-01,1809463628.0,2456097986.0,5405585024.0,5400979829.0,7215048652.0,-3596121396.0,1506547160.0,1534155311.5,4376209903.833333,4436177045.5,5882757063.833333,5970332357.0,-2869662743.8333335,-2902021734.0
2010-04-01,1740549872.0,2471117511.0,3997580513.0,3547878943.0,5738130385.0,-2257030641.0,1537914092.5,1556602067.4166667,4328630905.166667,4419684361.916667,5866544997.666667,5976286429.333333,-2790716812.6666665,-2863082294.5
2010-05-01,1809085355.0,2710198970.0,4137973982.0,4161080531.0,5947059337.0,-2328888627.0,1601714105.8333333,1574774004.0,4246832186.6666665,4413974103.333333,5848546292.5,5988748107.333333,-2645118080.8333335,-2839200099.3333335
2010-06-01,1957340746.0,2906060095.0,4250462037.0,4316456692.0,6207802783.0,-2293121291.0,1660232257.3333333,1600556637.25,4212933008.5,4349892337.833333,5873165265.833333,5950448975.083333,-2552700751.1666665,-2749335700.5833335
2010-07-01,1739491264.0,2357955655.0,4070804181.0,4042046387.0,5810295445.0,-2331312917.0,1749738447.1666667,1607152905.0833333,4250477431.0,4289507879.9166665,6000215878.166667,5896660785.0,-2500738983.8333335,-2682354974.8333335
2010-08-01,1654494971.0,2547000318.0,3419608961.0,3698630218.0,5074103932.0,-1765113990.0,1785070972.6666667,1639089526.5833333,4213669116.3333335,4259410764.3333335,5998740089.0,5898500290.916667,-2428598143.6666665,-2620321237.75
2010-09-01,1607055612.0,2163019065.0,4041323075.0,4173561056.0,5648378687.0,-2434267463.0,1751336303.3333333,1628941731.6666667,3986292124.8333335,4181251014.3333335,5737628428.166667,5810192746.0,-2234955821.5,-2552309282.6666665
2010-10-01,2043610573.0,2621801353.0,4554928762.0,4008066731.0,6598539335.0,-2511318189.0,1801846420.1666667,1669880256.3333333,4079183499.6666665,4203907202.4166665,5881029919.833333,5873787458.75,-2277337079.5,-2534026946.0833335
2010-11-01,1983862023.0,2546867711.0,4144958847.0,3742401918.0,6128820870.0,-2161096824.0,1830975864.8333333,1716344985.3333333,4080347643.8333335,4163589915.25,5911323508.666667,5879934900.583333,-2249371779.0,-2447244929.9166665
2010-12-01,2171318998.0,2659402023.0,4139176924.0,4395498653.0,6310495922.0,-1967857926.0,1866638906.8333333,1763435582.0833333,4061800125.0,4137366566.75,5928439031.833333,5900802148.833333,-2195161218.1666665,-2373930984.6666665
2011-01-01,1543484844.0,2068422186.0,3873353386.0,4049404790.0,5416838230.0,-2329868542.0,1833971170.1666667,1791854808.6666667,4028891659.1666665,4139684545.0833335,5862862829.333333,5931539353.75,-2194920489.0,-2347829736.4166665
2011-02-01,1652692808.0,1786106387.0,3828944375.0,3555133932.0,5481637183.0,-2176251567.0,1833670809.6666667,1809370891.1666667,4097114228.1666665,4155391672.25,5930785037.833333,5964762563.416667,-2263443418.5,-2346020781.0833335
2011-03-01,2115613944.0,2434432962.0,4177733784.0,3592240416.0,6293347728.0,-2062119840.0,1918430531.6666667,1834883417.5,4119849346.3333335,4053070735.5833335,6038279878.0,5887954153.083333,-2201418814.6666665,-2218187318.0833335
2011-04-01,2085981873.0,2294842182.0,4039450796.0,4003640042.0,6125432669.0,-1953468923.0,1925492415.0,1863669417.5833333,4033936352.0,4056559925.8333335,5959428767.0,5920229343.416667,-2108443937.0,-2192890508.25
2011-05-01,2207380541.0,2704737314.0,4093100975.0,3660291999.0,6300481516.0,-1885720434.0,1962745501.3333333,1896860683.0833333,4025293373.3333335,4052820508.5833335,5988038874.666667,5949681191.666667,-2062547872.0,-2155959825.5
2011-06-01,2200891864.0,2685472209.0,4369671946.0,4005300407.0,6570563810.0,-2168780082.0,1967674312.3333333,1917156609.5833333,4063709210.3333335,4062754667.6666665,6031383522.666667,5979911277.25,-2096034898.0,-2145598058.0833333
2011-07-01,2228194877.0,2623860710.0,4171341609.0,4034255506.0,6399536486.0,-1943146732.0,2081792651.1666667,1957881910.6666667,4113373914.1666665,4071132786.6666665,6195166565.333333,6029014697.333333,-2031581263.0,-2113250876.0
2011-08-01,1860012698.0,2391215803.0,3908739270.0,4196355508.0,5768751968.0,-2048726572.0,2116345966.1666667,1975008387.9166667,4126673063.3333335,4111893645.75,6243019029.5,6086902033.666667,-2010327097.1666667,-2136885257.8333333
2011-09-01,2172827607.0,2489513491.0,4065379111.0,3685897660.0,6238206718.0,-1892551504.0,2125881576.6666667,2022156054.1666667,4107947284.5,4113898315.4166665,6233828861.166667,6136054369.583333,-1982065707.8333333,-2091742261.25
