date,"Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",Ανόργανα χημικά,"Βαφικές, δεψικές και χρωστικές ύλες",Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),Γαλακτοκομικά προϊόντα και αυγά πτηνών,"Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",Δημητριακά και παρασκευάσματα δημητριακών,"Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,"Δορές, δέρματα και γουναρικά ακατέργαστα",Είδη από καουτσούκ,"Είδη από μέταλλο, μη κατονομαζόμενα","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",Είδη από φελλό και ξύλο (εκτός επίπλων),Είδη ενδυμασίας και συμπληρώματα ένδυσης,"Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",Ειδικές συναλλαγές και εμπορεύματα μη ταξινομημένα,Ελαιόσποροι και ελαιώδεις καρποί,"Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",Ζωντανά ζώα,Ζωοτροφές,"Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",Ηλεκτρική ενέργεια,Ιατρικά και φαρμακευτικά προϊόντα,Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),Καπνός και προϊόντα καπνού,"Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",Κρέας και παρασκευάσματα κρέατος,"Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",Λάδια και λίπη ζωικής προέλευσης,"Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",Λαχανικά και φρούτα,"Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",Λοιπό μεταφορικό υλικό,Μεταλλεύματα και απορρίμματα μετάλλων,Μη σιδηρούχα μέταλλα,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,Μηχανήματα κατεργασίας μετάλλων,Νομίσματα (εκτός των χρυσών),Ξυλεία και φελλός,Οργανικά χημικά,Οχήματα για δρόμους,Πετρέλαιο και προϊόντα πετρελαίου,Πλαστικές ύλες σε μη πρωτογενή μορφή,Πλαστικές ύλες σε πρωτογενή μορφή,Πολτός και απορρίμματα χαρτιού,Ποτά,"Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",Σίδηρος και χάλυβας,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,Υποδήματα,"Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα","Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα","Φωταέριο, φυσικό και βιομηχανικό","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",Χρυσός μη νομισματικός,"Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους"
2012,488778618.0,93319421.0,20977281.0,280726661.0,38515806.0,308669081.0,65383982.0,559318853.0,447739682.0,111519761.0,2540693.0,1407108540.0,204566275.0,126352222.0,2785330.0,57020265.0,164309479.0,774636574.0,189365956.0,74755352.0,11892602.0,1660.0,361400088.0,434939850.0,19961144.0,585509270.0,278996500.0,414.0,37886512.0,19895978.0,43715917.0,112466329.0,424749219.0,10865240.0,38934360.0,228139657.0,691240542.0,746484813.0,10867140.0,638462698.0,371645397.0,10169402.0,40141693.0,17601617.0,6186478.0,18.0,657131740.0,412145150.0,133172223.0,26054786031.0,92215900.0,532527397.0,148344922.0,190478571.0,41680845.0,1122741871.0,23749707.0,31008768.0,114233495.0,15616666.0,3984433417.0,6573332.0,729297721.0,222254580.0,706.0,89448193.0
2013,641122812.0,83114710.0,18485312.0,255566257.0,43628982.0,347846403.0,72666982.0,734889586.0,452609537.0,103513452.0,2984193.0,1573263181.0,199494159.0,131690453.0,3858772.0,66472841.0,163944934.0,732048541.0,233684793.0,83630388.0,11983508.0,,404135672.0,416707449.0,19119134.0,629480062.0,203924275.0,350.0,36277085.0,21674302.0,39187533.0,116088019.0,428734720.0,15333397.0,29641215.0,249528801.0,684765424.0,874378513.0,3716851.0,748830462.0,392019085.0,11247153.0,42881870.0,15712728.0,3891004.0,43.0,519207154.0,361519827.0,154279573.0,27097371237.0,102181495.0,598722369.0,161834032.0,165549841.0,31279919.0,1191440461.0,18021936.0,31106257.0,115742247.0,17508364.0,3042576305.0,7412622.0,768643860.0,222143075.0,8458.0,89752868.0
2014,402292646.0,95287737.0,14609567.0,248731365.0,99442638.0,412317594.0,76068115.0,792627981.0,454979837.0,106986177.0,2755345.0,1519478824.0,224782772.0,138090669.0,3616586.0,69900201.0,174289624.0,814497513.0,272213644.0,91249810.0,14410036.0,13916.0,380734303.0,413573919.0,18356055.0,675605748.0,178760269.0,0.0,38839523.0,18579312.0,44181116.0,118070556.0,432775926.0,14643096.0,30211924.0,267828596.0,687654216.0,831245979.0,4160742.0,992656703.0,431115916.0,18104244.0,58776259.0,16464120.0,13144183.0,1.0,456825116.0,430758424.0,200974144.0,28814566852.0,117939399.0,601310578.0,153963005.0,161533713.0,32319041.0,1292598573.0,22865370.0,36973493.0,124487319.0,23502054.0,2171022296.0,7320275.0,797877642.0,236898801.0,6535.0,96185930.0
2015,379986962.0,92886244.0,22330900.0,241340571.0,118893508.0,449017428.0,77659681.0,796376245.0,455897625.0,108384478.0,2439093.0,1666742656.0,216734526.0,135272406.0,3534042.0,73982760.0,165729223.0,762918074.0,264932903.0,94843696.0,15433558.0,576787.0,389840358.0,370071383.0,15509794.0,656225250.0,182493796.0,0.0,38909442.0,21125854.0,50980665.0,112867706.0,425087262.0,11167017.0,37726200.0,252858009.0,744775967.0,965639689.0,6902681.0,1047518736.0,447612382.0,21466267.0,55282688.0,19615927.0,5744176.0,5.0,468710985.0,478730957.0,196291581.0,30950892298.0,117630905.0,622012426.0,137296780.0,146094316.0,34342074.0,1240560370.0,20055712.0,39094264.0,125897514.0,23775570.0,2271697132.0,6886194.0,789414400.0,246819152.0,2486.0,91481543.0
2016,379282096.0,108810376.0,19888997.0,241454931.0,133622925.0,412323661.0,85763360.0,825546582.0,461179110.0,143599971.0,3222155.0,2098599216.0,252690573.0,137315679.0,4516372.0,81445151.0,189694256.0,766090438.0,287743227.0,95865495.0,17602112.0,0.0,394683907.0,404781770.0,16051184.0,733191509.0,190863649.0,0.0,40684825.0,17858774.0,57268548.0,144924257.0,442473653.0,7850029.0,33435606.0,239253920.0,752215397.0,983994048.0,6302096.0,1399272864.0,499033621.0,21152971.0,63017379.0,31343138.0,5977542.0,58.0,461699077.0,515845032.0,227673709.0,31955465932.0,130013161.0,696490798.0,125945782.0,161899872.0,41952235.0,1456296409.0,20492489.0,45247395.0,150511055.0,26378055.0,2940907720.0,11861549.0,887732862.0,269649213.0,1505.0,102173403.0
2017,392891499.0,110465977.0,21041661.0,259374902.0,113724859.0,426847096.0,88583280.0,805131321.0,478975596.0,148796820.0,3342102.0,2283735658.0,239187259.0,134512222.0,4758769.0,79358230.0,197111848.0,881402952.0,277039876.0,106017573.0,15845096.0,0.0,410783562.0,435696900.0,18564097.0,760782157.0,197725807.0,0.0,44774893.0,17295123.0,45223336.0,110811559.0,439980222.0,9122081.0,37150539.0,278728276.0,850794827.0,1023082898.0,10126931.0,1523925200.0,571852525.0,20716242.0,58817950.0,28356969.0,7032678.0,182625.0,450163735.0,575955515.0,248343306.0,32397880675.0,132323135.0,677275760.0,142630900.0,195814661.0,42048863.0,1413738964.0,19731116.0,42983508.0,170003636.0,22592735.0,3600133403.0,5972921.0,875718982.0,286363232.0,5706.0,103024897.0
2018,509919532.0,124551506.0,33500559.0,261839451.0,142810266.0,488086048.0,97386322.0,818880968.0,476681275.0,168923573.0,3119539.0,2209134985.0,268606933.0,137484214.0,3964139.0,79923654.0,219133178.0,958518553.0,321361372.0,140567961.0,20058061.0,0.0,420140440.0,447041188.0,17392950.0,798441581.0,236251463.0,0.0,46908135.0,16301455.0,47204276.0,128152912.0,442959249.0,11762522.0,36444332.0,262916673.0,910528787.0,1088093244.0,8216095.0,1762336994.0,599286205.0,23598777.0,74130935.0,52591322.0,7618834.0,392.0,453240112.0,569489386.0,294984946.0,34255574699.0,143003437.0,677300475.0,129321878.0,188591289.0,50288950.0,1647117119.0,24618338.0,57035116.0,176445747.0,23179692.0,3301068891.0,6280216.0,939178614.0,332313943.0,3803.0,108899806.0
2019,410719008.0,139988459.0,34223932.0,265713117.0,132960781.0,514293849.0,104267301.0,742846113.0,466932053.0,156246070.0,3008221.0,2232826872.0,278468938.0,144902691.0,3508487.0,80181257.0,219768619.0,1062066967.0,341917857.0,204351199.0,30772666.0,0.0,412991602.0,420559058.0,21906987.0,898593422.0,245804171.0,0.0,50559192.0,18460308.0,40667068.0,125567240.0,432034746.0,7833046.0,41912070.0,246984054.0,973485779.0,1042199402.0,5902409.0,1849714945.0,547332451.0,29308105.0,81891521.0,55062854.0,15973787.0,9.0,470695965.0,645815334.0,322128494.0,31611298499.0,157682083.0,739378534.0,131402292.0,211727131.0,50304212.0,1466177944.0,31406196.0,76585283.0,197860589.0,24633938.0,3937022952.0,9229056.0,980743647.0,288020161.0,951.0,115680845.0
2020,402207375.0,126664124.0,32323665.0,270101356.0,101341865.0,605899401.0,102450267.0,780394349.0,450283361.0,149975062.0,2047171.0,1900298017.0,251576594.0,135461749.0,1535299.0,73374696.0,223578963.0,978620139.0,347812053.0,130291843.0,22160743.0,0.0,347507193.0,430180475.0,18991554.0,973431800.0,282540599.0,0.0,62467446.0,21915573.0,47339171.0,111782631.0,386132480.0,6773237.0,49744462.0,207990354.0,874118050.0,995311824.0,4141053.0,1876175242.0,530336033.0,23547483.0,71958328.0,46365069.0,8263689.0,19.0,434607097.0,583640969.0,271410494.0,30801918345.0,168148270.0,759448379.0,124808396.0,176317501.0,48859802.0,1409652354.0,25191545.0,55181765.0,195814742.0,22114833.0,4320810103.0,7644562.0,941199452.0,312948257.0,7223.0,105019300.0
2021,404156015.0,153879643.0,34837558.0,252443736.0,106950883.0,583218800.0,116724587.0,740501457.0,478445004.0,182169252.0,2708116.0,2225682821.0,331179435.0,144778063.0,1564960.0,86699977.0,263782414.0,1210266379.0,386778137.0,142894471.0,21557755.0,0.0,318201087.0,408053260.0,19094450.0,1118329680.0,399771704.0,0.0,55059247.0,20576478.0,48547685.0,121338204.0,413078205.0,13195699.0,47480881.0,260801186.0,920504803.0,960365010.0,6011439.0,2245747871.0,606925827.0,25029535.0,94929848.0,49333860.0,14843902.0,349.0,383589976.0,712159518.0,327088675.0,32131409643.0,203244433.0,784354462.0,118919031.0,217160626.0,63278858.0,1428382272.0,29086354.0,53136065.0,263731786.0,31316980.0,5356185204.0,6476978.0,1000497338.0,367340349.0,2892.0,117500433.0
2022,179687540.0,149662388.0,41488404.0,259099023.0,132693130.0,579024997.0,115991864.0,679922483.0,494827537.0,194086335.0,3955586.0,2038655284.0,384806600.0,157378461.0,2355144.0,94854287.0,325610861.0,1317091073.0,401049730.0,165933775.0,37684073.0,,344871103.0,470944166.0,18065260.0,1078368098.0,533263259.0,0.0,47128840.0,20456256.0,58752834.0,118174646.0,426832668.0,9547413.0,44713281.0,284927369.0,968096449.0,1254633994.0,3912359.0,1949458910.0,676715737.0,25425615.0,90604361.0,46960719.0,11709137.0,22.0,385366162.0,787385971.0,357427994.0,31248960456.0,196567433.0,818776813.0,175373485.0,263773693.0,63226656.0,1607478871.0,35175643.0,71114050.0,302470605.0,35187392.0,6234337934.0,7435052.0,1091540699.0,425109842.0,1285.0,122281690.0
2023,113568176.0,181324047.0,53221106.0,262633247.0,110335054.0,599179429.0,116734119.0,617639719.0,542657030.0,200548663.0,2284050.0,1995921699.0,381923360.0,150819790.0,1234824.0,120116602.0,370116733.0,1363132375.0,434116097.0,120980949.0,22747188.0,,415969829.0,388085196.0,23781167.0,1087898969.0,527769909.0,0.0,48962239.0,19270970.0,57973427.0,123819540.0,436024232.0,11797490.0,36697712.0,324293753.0,1051554831.0,1033796739.0,5308617.0,1944530569.0,612110288.0,23929049.0,111669833.0,39216823.0,11544936.0,286.0,347985475.0,660672110.0,423574708.0,30209101165.0,200903981.0,838455545.0,194214358.0,250742008.0,58033042.0,1638296077.0,29419360.0,46185163.0,248814525.0,41712247.0,6970931437.0,7925394.0,980024842.0,300352779.0,1337.0,122478779.0
2024,125981057.0,216723232.0,46087625.0,267684695.0,140941887.0,560977792.0,119548900.0,860930121.0,578049930.0,215401703.0,2312661.0,2276539405.0,416467207.0,165501322.0,669167.0,132007461.0,419545289.0,1596604708.0,485816149.0,108509283.0,21191022.0,,550584844.0,401353285.0,17120976.0,1246938186.0,714522831.0,0.0,49555848.0,20408035.0,58842361.0,134525573.0,452198132.0,20573425.0,35023328.0,302507932.0,1111843159.0,1082343851.0,4810689.0,2259766540.0,674167914.0,21041409.0,114529943.0,80070284.0,12877848.0,199.0,309621600.0,728419674.0,431360979.0,30996809363.0,232886131.0,909290792.0,210690540.0,298384129.0,60507961.0,1895403338.0,29786288.0,38359300.0,239638884.0,45913368.0,6990079594.0,5371233.0,1061951668.0,352040374.0,1369.0,140490092.0
