date,EL,EU,EL_index_2015,EU_index_2015
2021-11-01,35.5,25.9,127.66,124.41
2021-12-01,34.8,24.6,128.91,125.02
2022-01-01,40.5,27.0,136.75,132.03
2022-02-01,44.0,28.7,143.17,135.2
2022-03-01,51.2,40.2,154.39,150.77
2022-04-01,57.6,35.6,161.29,146.93
2022-05-01,61.0,37.7,165.18,150.1
2022-06-01,60.6,41.1,165.66,155.46
2022-07-01,54.4,38.3,161.49,155.69
2022-08-01,50.4,37.5,158.08,156.32
2022-09-01,53.8,39.4,162.32,160.73
2022-10-01,20.7,38.7,142.77,168.14
2022-11-01,11.7,33.3,142.59,165.87
2022-12-01,4.7,25.5,134.96,156.84
2023-01-01,0.7,20.6,137.71,159.21
2023-02-01,-5.8,16.6,134.86,157.61
2023-03-01,-14.7,2.6,131.66,154.62
2023-04-01,-18.0,4.4,132.27,153.34
2023-05-01,-21.1,-0.3,130.34,149.72
2023-06-01,-22.0,-4.1,129.22,149.09
2023-07-01,-20.4,-4.4,128.6,148.85
2023-08-01,-17.3,-2.0,130.79,153.17
2023-09-01,-18.3,-3.6,132.6,154.9
2023-10-01,-6.8,-8.9,133.02,153.14
2023-11-01,-7.2,-8.9,132.29,151.1
2023-12-01,-4.0,-5.0,129.6,148.93
2024-01-01,-6.4,-5.4,128.83,150.54
2024-02-01,-2.8,-3.3,131.11,152.42
2024-03-01,-1.0,-1.6,130.35,152.21
2024-04-01,-1.4,-0.5,130.47,152.5
2024-05-01,-1.8,0.5,128.04,150.54
2024-06-01,-2.4,0.2,126.06,149.37
2024-07-01,1.4,1.8,130.45,151.46
2024-08-01,2.3,-2.1,133.77,149.99
2024-09-01,-0.8,-4.7,131.54,147.57
2024-10-01,-1.6,-3.3,130.93,148.14
2024-11-01,-2.3,-1.2,129.27,149.22
2024-12-01,0.7,0.7,130.47,149.99
2025-01-01,2.6,2.3,132.15,154.07
2025-02-01,1.6,1.0,133.2,153.92
2025-03-01,0.2,-0.4,130.67,151.61
2025-04-01,-4.7,-2.8,124.35,148.26
2025-05-01,-1.5,-2.7,126.1,146.5
2025-06-01,2.0,-1.8,128.53,146.66
2025-07-01,0.7,-1.7,131.35,148.85
2025-08-01,-1.9,-1.2,131.21,148.21
2025-09-01,-3.7,0.4,126.72,148.16
2025-10-01,-3.1,0.0,126.85,148.2
2025-11-01,0.3,0.3,129.64,149.6
2025-12-01,-1.2,-1.1,128.86,148.37
