date,"Άνθρακας, οπτάνθρακας (κωκ) και μπρικέτες","Έπιπλα και μέρη αυτών, κρεβάτια, στρώματα, υποστηρίγματα στρωμάτων, μαξιλάρια και παρόμοιος εξοπλισμός επίπλωση","Όργανα και συσκευές επαγγελματικές, επιστημονικές και ελέγχου μ.α.κ.","Αιθέρια λάδια, ρητινοειδή και αρωματικές ύλες. Παρασκευάσματα καλλωπισμού, στίλβωσης και καθαρισμού","Ακατέργαστες ύλες ζωικής ή φυτικής προέλευσης, μη κατονομαζόμενες",Ανόργανα χημικά,"Βαφικές, δεψικές και χρωστικές ύλες",Βιομηχανικά λιπάσματα (εκτός αυτών της κατηγορίας 27),Γαλακτοκομικά προϊόντα και αυγά πτηνών,"Γενικός βιομηχανικός εξοπλισμός, μηχανήματα και μέρη αυτών, μη κατονομαζόμενα","Δέρματα, είδη από δέρμα, μη κατονομαζόμενα, και γουναρικά κατεργασμένα",Δημητριακά και παρασκευάσματα δημητριακών,"Διάφορα βιομηχανικά είδη, μη κατονομαζόμενα",Διάφορα βρώσιμα προϊόντα και παρασκευάσματα,"Δορές, δέρματα και γουναρικά ακατέργαστα",Είδη από καουτσούκ,"Είδη από μέταλλο, μη κατονομαζόμενα","Είδη από μη μεταλλικά ορυκτά, μη κατονομαζόμενα",Είδη από φελλό και ξύλο (εκτός επίπλων),Είδη ενδυμασίας και συμπληρώματα ένδυσης,"Είδη ταξιδιού, σακίδια χεριού και παρόμοια είδη",Ειδικές συναλλαγές και εμπορεύματα μη ταξινομημένα,Ελαιόσποροι και ελαιώδεις καρποί,"Ζάχαρη, παρασκευάσματα ζάχαρης και μέλι",Ζωντανά ζώα,Ζωοτροφές,"Ηλεκτρικά μηχανήματα, συσκευές, υλικά μη κατονομαζόμενα και ηλεκτρικά μέρη αυτών (περιλαμβάνονται τα αντίστοιχα μη ηλεκτρικά είδη, τα μη κατονομαζόμενα του οικιακού εξοπλισμού)",Ιατρικά και φαρμακευτικά προϊόντα,Καουτσούκ ακατέργαστο (περιλαμβάνεται το συνθετικό και το αναγεννημένο),Καπνός και προϊόντα καπνού,"Καφές, τσάι, κακάο, μπαχαρικά, υλικά και προϊόντα τους",Κρέας και παρασκευάσματα κρέατος,"Λάδια και λίπη επεξεργασμένα και κερί ζωικής ή φυτικής προέλευσης, μη εδώδιμα μείγματα ή παρασκευάσματα από ζωικά ή φυτικά λίπη και έλαια, μη κατονομαζόμενα",Λάδια και λίπη ζωικής προέλευσης,"Λάδια και λίπη σταθεράς φυτικής προέλευσης, ακατέργαστα και εξευγενισμένα",Λαχανικά και φρούτα,"Λιπάσματα ακατέργαστα και ορυκτά ακατέργαστα (εκτός από άνθρακα, πετρέλαιο και πολύτιμους λίθους)",Λοιπό μεταφορικό υλικό,Μεταλλεύματα και απορρίμματα μετάλλων,Μη σιδηρούχα μέταλλα,Μηχανές γραφείου και μηχανές αυτόματης επεξεργασίας στοιχείων,Μηχανήματα ειδικά για ορισμένες βιομηχανίες,Μηχανήματα και εξοπλισμός παραγωγής ενέργειας,Μηχανήματα κατεργασίας μετάλλων,Νομίσματα (εκτός των χρυσών),Ξυλεία και φελλός,Οργανικά χημικά,Οχήματα για δρόμους,Πετρέλαιο και προϊόντα πετρελαίου,Πλαστικές ύλες σε μη πρωτογενή μορφή,Πλαστικές ύλες σε πρωτογενή μορφή,Πολτός και απορρίμματα χαρτιού,Ποτά,"Προκατασκευασμένα κτίρια, συσκευές υγιεινής, θέρμανσης και φωτισμού, μη κατονομαζόμενα",Σίδηρος και χάλυβας,Συσκευές και εξοπλισμός τηλεπικοινωνιών και εγγραφής και αναπαραγωγής του ήχου,Υποδήματα,"Υφαντικά νήματα, υφάσματα έτοιμα, προϊόντα μη κατονομαζόμενα και συναφή προϊόντα","Υφαντικές ίνες (εκτός από μάλλινα νήματα και άλλο ακατέργαστο μαλλί) και απορρίμματα αυτών, μη μεταποιημένα σε κλωστές ή υφάσματα","Φωταέριο, φυσικό και βιομηχανικό","Φωτογραφικές συσκευές και εφόδια για τη φωτογράφιση, είδη οπτικής, μη κατονομαζόμενα, ωρολόγια χεριού και τοίχου","Χαρτί, χαρτόνια και είδη από χαρτοπολτό, χαρτί ή χαρτόνι","Χημικές ύλες και προϊόντα, μη κατονομαζόμενα",Χρυσός μη νομισματικός,"Ψάρια (μη θαλάσσια θηλαστικά), μαλακόστρακα, μαλάκια και υδρόβια, ασπόνδυλα και τα παρασκευάσματά τους"
2014,1000.0,148437.0,280145.0,690328.0,166061.0,8127219.0,711350.0,333230.0,14415.0,777373.0,56162.0,1503288.0,798453.0,351557.0,45324.0,359279.0,1695264.0,2162613.0,707452.0,90735.0,17172.0,516.0,40349489.0,12410.0,4331.0,8274764.0,671903.0,132404.0,271.0,220102.0,75764.0,129.0,37232.0,,28802.0,9129979.0,1954245.0,136321.0,5282662.0,146794.0,52939.0,1383667.0,309027.0,53869.0,,3402780.0,7884761.0,3059364.0,783305929.0,520163.0,2787290.0,13175618.0,1340380.0,79976.0,210682.0,85239.0,12036.0,168765.0,331350.0,1696933.0,14918.0,22972018.0,2120934.0,3.0,1574517.0
2015,,109981.0,208724.0,817048.0,70418.0,17339115.0,601915.0,318307.0,,897383.0,34682.0,1147707.0,807677.0,254244.0,18668.0,231134.0,1489254.0,2083433.0,483447.0,118700.0,14012.0,16258.0,20473693.0,2004.0,3148.0,9808404.0,334377.0,83814.0,,825448.0,62966.0,,11784.0,,26362.0,7068167.0,1910785.0,235812.0,57900113.0,224256.0,25016.0,2428682.0,520475.0,70245.0,5.0,2312378.0,17431590.0,1213067.0,816983177.0,458942.0,2978946.0,15533856.0,732499.0,33102.0,1004477.0,65654.0,12632.0,97914.0,231847.0,27635.0,8401.0,20681764.0,2124865.0,2.0,1463090.0
2016,,251477.0,213506.0,825671.0,82244.0,41158760.0,568344.0,408650.0,4794.0,864844.0,31931.0,1253547.0,1080563.0,429399.0,16495.0,154507.0,1690953.0,2450269.0,661495.0,53956.0,16973.0,0.0,18767459.0,957.0,1967.0,668367.0,684155.0,76687.0,221.0,655104.0,71809.0,,9832.0,,34496.0,7697364.0,1740205.0,525255.0,170826718.0,302390.0,56125.0,2476195.0,271109.0,74728.0,,2950942.0,2924654.0,2195467.0,760916423.0,455279.0,5180504.0,18983107.0,644628.0,78392.0,467970.0,41125.0,9870.0,282644.0,183160.0,3168427.0,28570.0,19970431.0,2510850.0,7.0,814377.0
2017,10000000.0,229310.0,190270.0,670151.0,38774.0,20611609.0,912870.0,437409.0,23096.0,905127.0,41437.0,1739327.0,1104454.0,655857.0,28835.0,114108.0,932042.0,2291524.0,755894.0,62539.0,11102.0,0.0,15638667.0,7435.0,1210.0,161353.0,494046.0,83916.0,1102.0,1166780.0,224545.0,70.0,14969.0,,17201.0,10260461.0,1825300.0,278269.0,201892732.0,262591.0,65454.0,1841160.0,385305.0,57394.0,15.0,3698419.0,415708.0,3106058.0,795476011.0,556186.0,2663483.0,16402695.0,595268.0,72637.0,843670.0,36478.0,17451.0,261549.0,317700.0,101705.0,20091.0,13244791.0,2478698.0,19.0,1434626.0
2018,84844000.0,135059.0,204676.0,527283.0,112200.0,8533085.0,914132.0,227370.0,,914984.0,21145.0,1750334.0,1064093.0,767187.0,1564.0,357656.0,965212.0,2352981.0,956921.0,87555.0,10859.0,0.0,48954593.0,9956.0,363.0,387573.0,439359.0,55585.0,182.0,1955089.0,74951.0,,8866.0,,30337.0,10121176.0,2193497.0,204556.0,111173389.0,551906.0,57792.0,2167325.0,290435.0,100025.0,,4108009.0,5076620.0,1884602.0,889351322.0,541820.0,11367244.0,19208022.0,432392.0,67676.0,559893.0,46327.0,21068.0,324998.0,256294.0,17574.0,19389.0,18480180.0,2674343.0,17.0,2054480.0
2019,53632000.0,148315.0,252941.0,410280.0,113586.0,206116.0,1066957.0,270679.0,,691081.0,9260.0,1473325.0,946691.0,886234.0,1462.0,359992.0,1401361.0,1738038.0,694919.0,30732.0,5864.0,0.0,51210516.0,8952.0,623.0,22807293.0,234468.0,50575.0,388.0,399522.0,78274.0,,55.0,,1062.0,10098625.0,3097208.0,182121.0,212315566.0,142152.0,39910.0,3557837.0,330708.0,738187.0,2.0,3032565.0,1072546.0,1047243.0,990745931.0,450397.0,34252216.0,19545631.0,377931.0,81527.0,205865.0,69304.0,7592.0,282461.0,371607.0,205496913.0,8122.0,23092540.0,3352304.0,33.0,683357.0
2020,,127267.0,300572.0,427189.0,276930.0,7866830.0,1114805.0,294731.0,333.0,801226.0,4358.0,610135.0,1018957.0,666877.0,5548.0,247948.0,1291124.0,1134815.0,719280.0,22947.0,3367.0,0.0,37540828.0,22672.0,193.0,4981085.0,271159.0,55960.0,12636.0,519792.0,57496.0,1205.0,4319.0,,20204.0,13221709.0,2735598.0,97746.0,206619904.0,146070.0,50631.0,2415231.0,424005.0,46173.0,2.0,3566005.0,7494612.0,224152.0,993970948.0,788332.0,34285547.0,20486632.0,189787.0,136014.0,125044.0,76359.0,3956.0,269309.0,683853.0,808088772.0,5280.0,18180867.0,3108156.0,16.0,530443.0
2021,1.0,152560.0,303288.0,426472.0,188384.0,12460300.0,776039.0,166375.0,19.0,737450.0,18637.0,637687.0,1222938.0,894929.0,6548.0,128219.0,1230585.0,754338.0,974709.0,36154.0,6746.0,0.0,89947260.0,4408.0,554.0,2876789.0,582736.0,84723.0,285.0,1052455.0,36314.0,,548.0,,69858.0,11928692.0,3628273.0,114405.0,288277074.0,46623.0,88402.0,1388494.0,297078.0,225982.0,2.0,2977839.0,3800688.0,187046.0,359307904.0,203334.0,29046653.0,15902322.0,369529.0,142759.0,243485.0,62922.0,3533.0,174385.0,1083899.0,803871735.0,8931.0,9136411.0,3140560.0,25.0,470023.0
2022,4.0,198579.0,275877.0,386622.0,288956.0,341009.0,1333101.0,316799.0,2.0,968078.0,8364.0,360564.0,1098469.0,1221560.0,12204.0,214182.0,962500.0,1625654.0,981678.0,19539.0,5828.0,,30756616.0,3883.0,225.0,4105418.0,727875.0,98540.0,22006.0,555260.0,62173.0,,12039.0,,30450.0,12529388.0,2621546.0,139650.0,347204344.0,751492.0,47574.0,1975341.0,295453.0,153460.0,1.0,3758815.0,41536217.0,539669.0,516283519.0,211755.0,36651589.0,14753893.0,376460.0,65921.0,205899.0,170861.0,5008.0,128469.0,960656.0,1140983317.0,12479.0,11393898.0,3931484.0,15.0,851219.0
2023,5.0,379301.0,240733.0,526292.0,227912.0,21305653.0,1043470.0,277072.0,6.0,916690.0,5838.0,871841.0,929226.0,1268213.0,5358.0,94095.0,544983.0,843367.0,899642.0,27837.0,3775.0,,7729314.0,60403.0,139.0,988153.0,469763.0,151834.0,147530.0,151314.0,26544.0,,98473.0,,67.0,12802546.0,2443373.0,136397.0,103332268.0,315928.0,44994.0,1505107.0,993100.0,147864.0,4.0,4109476.0,24264487.0,589810.0,356031353.0,245577.0,56962017.0,13032639.0,814973.0,7822.0,530610.0,59177.0,3615.0,110752.0,628231.0,622959991.0,13175.0,9686475.0,3492894.0,56.0,1726225.0
2024,8.0,141464.0,223977.0,1163537.0,257618.0,10328294.0,942476.0,199268.0,11393.0,1266261.0,8970.0,955605.0,768608.0,1132578.0,6906.0,104880.0,384599.0,919669.0,748936.0,17623.0,5758.0,,650923.0,37620.0,96.0,34136892.0,410757.0,96260.0,295872.0,905175.0,41377.0,,,,15749.0,10875179.0,3317479.0,181909.0,188935188.0,63266.0,61818.0,1458239.0,677620.0,76005.0,,3809564.0,23693734.0,1801237.0,444927899.0,356274.0,75176825.0,16877428.0,398428.0,4863.0,613211.0,52191.0,6290.0,265048.0,1856430.0,1207238993.0,16777.0,12936751.0,4033781.0,30.0,215433.0
2025,91.0,119280.0,149746.0,452395.0,265052.0,13092039.0,1493150.0,246214.0,12.0,738890.0,7311.0,661479.0,970251.0,1216802.0,6087.0,102772.0,659288.0,812686.0,739763.0,23348.0,10811.0,,28014975.0,8834.0,53.0,406800.0,316377.0,241124.0,1004684.0,574236.0,6451.0,,,,13267.0,13848994.0,2294742.0,145098.0,400842477.0,105591.0,69460.0,1503585.0,222163.0,123807.0,2.0,4593687.0,17714738.0,2043164.0,294161211.0,554881.0,72590697.0,10899630.0,515772.0,11164.0,819613.0,75196.0,4826.0,108411.0,1430389.0,1932169964.0,12201.0,19548652.0,4913512.0,7.0,1426524.0
